sale_id;client_id;product_id;product_qty;sale_date;sale_total_BRL
7852;5;18;2;2023-01-04;50487.75
8335;38;53;5;2023-01-04;254956.25
8343;14;20;8;2023-01-04;234334.6
8571;44;62;8;2023-01-04;776887.2
9269;1;108;3;2023-01-04;10037.0
84;25;35;1;2023-01-05;10455.7
1098;6;27;5;2023-01-05;78429.15
2113;6;121;11;2023-01-05;40637.0
2749;25;135;5;2023-01-05;8223.0
4226;45;49;7;2023-01-05;92850.0
4478;32;46;6;2023-01-05;29903.0
4929;8;73;11;2023-01-05;1496021.05
5245;48;145;13;2023-01-05;53720.6
6572;24;66;3;2023-01-05;35829.25
8334;28;40;3;2023-01-05;42552.0
8776;6;145;9;2023-01-05;39149.0
9786;8;50;14;2023-01-05;149970.8
9792;41;12;8;2023-01-05;21809.0
91;23;36;15;2023-01-06;339021.0
1708;11;19;4;2023-01-06;62442.55
2729;45;105;10;2023-01-06;3095.0
4488;36;126;7;2023-01-06;17802.05
6427;16;59;3;2023-01-06;261498.0
8097;34;128;5;2023-01-06;23254.0
8331;27;71;4;2023-01-06;494661.2
8344;26;143;2;2023-01-06;8873.0
9377;16;18;9;2023-01-06;227194.4
147;24;129;1;2023-01-07;3102.7
246;28;137;14;2023-01-07;47397.0
945;2;80;12;2023-01-07;1473151.7
2016;29;27;4;2023-01-07;62743.7
2141;10;91;3;2023-01-07;384425.1
2600;25;137;14;2023-01-07;47397.0
3620;6;6;9;2023-01-07;106382.0
4730;13;35;8;2023-01-07;83641.8
5434;10;18;4;2023-01-07;100975.5
6718;23;95;3;2023-01-07;209424.0
7415;5;138;4;2023-01-07;16732.0
9129;42;32;10;2023-01-07;118773.75
9555;17;110;6;2023-01-07;14973.0
236;33;113;10;2023-01-08;41752.5
839;8;20;8;2023-01-08;246668.0
1402;9;83;13;2023-01-08;1664827.5
1728;29;46;14;2023-01-08;66284.35
1839;10;114;13;2023-01-08;9871.45
2077;45;12;12;2023-01-08;31078.3
3114;40;42;6;2023-01-08;35957.0
3350;8;120;11;2023-01-08;34369.0
4081;2;133;10;2023-01-08;17980.65
4590;44;21;9;2023-01-08;78611.0
5131;2;19;8;2023-01-08;124886.05
6207;30;120;5;2023-01-08;15622.0
6212;47;51;14;2023-01-08;853314.7
8370;10;56;2;2023-01-08;81679.1
9616;44;56;10;2023-01-08;408393.6
9840;17;35;11;2023-01-08;115007.95
174;42;16;6;2023-01-09;180036.0
185;39;27;7;2023-01-09;115580.0
303;28;8;9;2023-01-09;44857.0
1067;38;136;12;2023-01-09;22497.9
1514;24;8;5;2023-01-09;23674.95
3327;18;134;9;2023-01-09;42458.0
3410;29;74;1;2023-01-09;82231.05
4265;9;32;6;2023-01-09;71264.25
4696;10;117;6;2023-01-09;23387.1
5395;28;10;15;2023-01-09;480496.0
6221;43;82;14;2023-01-09;686733.15
6407;28;39;15;2023-01-09;444492.0
6729;4;107;13;2023-01-09;18690.3
7325;42;144;1;2023-01-09;2103.3
7604;4;37;4;2023-01-09;24271.0
8039;45;48;9;2023-01-09;132627.0
8554;31;73;12;2023-01-09;1632023.05
9071;16;142;11;2023-01-09;8636.45
9295;42;28;14;2023-01-09;199620.0
9807;8;142;7;2023-01-09;5495.75
640;14;61;6;2023-01-10;159706.4
1007;28;98;10;2023-01-10;793611.0
1176;17;38;10;2023-01-10;264611.0
1289;32;120;10;2023-01-10;31245.0
1799;1;109;10;2023-01-10;5915.65
1871;19;45;6;2023-01-10;59422.0
3785;24;99;2;2023-01-10;203806.35
4572;27;69;7;2023-01-10;316855.0
4657;9;25;14;2023-01-10;161281.5
4706;3;91;9;2023-01-10;1213974.0
4833;32;93;4;2023-01-10;381812.6
7114;23;76;2;2023-01-10;296396.0
7130;22;64;14;2023-01-10;1561078.0
8321;46;48;3;2023-01-10;44209.0
8359;44;150;14;2023-01-10;21887.05
8432;32;72;2;2023-01-10;189362.55
9497;14;43;6;2023-01-10;210581.0
9946;17;126;11;2023-01-10;27975.6
134;7;18;7;2023-01-11;176706.65
1049;46;122;13;2023-01-11;16332.4
1220;42;65;8;2023-01-11;204462.0
2495;19;109;8;2023-01-11;4982.0
2618;42;107;12;2023-01-11;17252.95
4383;49;118;13;2023-01-11;56096.0
4522;33;116;14;2023-01-11;34254.15
4619;29;101;13;2023-01-11;5722.8
4844;22;5;12;2023-01-11;284028.0
5093;18;15;1;2023-01-11;26505.0
5378;35;55;14;2023-01-11;1539821.0
5475;23;17;7;2023-01-11;98271.0
6120;27;22;3;2023-01-11;118359.0
6173;49;45;4;2023-01-11;39615.0
8560;48;142;12;2023-01-11;9917.0
8621;45;126;9;2023-01-11;22889.3
9607;15;2;11;2023-01-11;153980.0
9971;1;86;5;2023-01-11;467616.0
250;34;66;14;2023-01-12;167202.85
2865;19;147;15;2023-01-12;43178.45
3816;34;88;4;2023-01-12;183678.7
4176;14;138;11;2023-01-12;43713.3
4561;22;58;7;2023-01-12;723683.4
5706;29;79;7;2023-01-12;439876.6
6947;19;1;7;2023-01-12;220265.1
7720;1;38;12;2023-01-12;317534.0
8005;49;36;11;2023-01-12;248615.0
8189;41;148;7;2023-01-12;33499.0
8381;16;66;13;2023-01-12;163431.0
9118;10;70;8;2023-01-12;261100.85
9217;41;3;8;2023-01-12;72194.0
9440;4;45;14;2023-01-12;138652.0
506;40;35;6;2023-01-13;62731.35
1747;29;148;4;2023-01-13;18184.9
2228;10;127;3;2023-01-13;4415.6
2438;11;8;12;2023-01-13;59810.0
2910;5;120;8;2023-01-13;23746.2
3191;43;87;2;2023-01-13;133720.0
3836;18;98;12;2023-01-13;952334.0
4006;35;91;9;2023-01-13;1153275.3
4338;42;18;15;2023-01-13;378657.65
5380;39;36;4;2023-01-13;85885.7
6052;25;31;11;2023-01-13;91114.0
6156;33;109;6;2023-01-13;3549.2
6211;6;48;7;2023-01-13;97996.3
6456;6;115;10;2023-01-13;8306.0
6596;39;22;10;2023-01-13;374802.55
7218;39;88;7;2023-01-13;321437.25
8012;45;56;12;2023-01-13;490071.75
8429;4;124;12;2023-01-13;42977.05
9253;11;35;5;2023-01-13;55028.0
9274;11;120;7;2023-01-13;21871.0
9839;24;130;12;2023-01-13;49729.0
425;23;90;11;2023-01-14;826567.45
520;29;10;13;2023-01-14;416430.0
936;29;57;7;2023-01-14;831534.0
1332;14;102;13;2023-01-14;10275.2
1952;15;140;1;2023-01-14;2978.25
3056;47;116;10;2023-01-14;24467.25
3430;20;141;13;2023-01-14;62163.0
4205;46;83;13;2023-01-14;1664827.5
4581;27;13;10;2023-01-14;77471.0
5060;39;33;6;2023-01-14;40295.0
6282;26;146;14;2023-01-14;6596.8
6774;2;87;3;2023-01-14;200580.0
7580;19;17;11;2023-01-14;154427.0
8706;2;88;1;2023-01-14;48336.0
8764;15;37;14;2023-01-14;84948.0
9952;46;120;15;2023-01-14;46867.0
;;;0;2023-01-15;0.0
714;24;29;11;2023-01-16;401614.0
1255;41;10;12;2023-01-16;365176.2
3460;42;26;2;2023-01-16;32837.7
4978;4;94;11;2023-01-16;425846.05
5852;6;1;2;2023-01-16;62932.75
6560;21;102;5;2023-01-16;4160.0
7227;46;4;1;2023-01-16;3212.9
7712;2;27;3;2023-01-16;49534.0
7902;10;64;14;2023-01-16;1483024.1
8847;5;61;9;2023-01-16;239559.6
485;23;149;6;2023-01-17;6982.0
536;19;86;8;2023-01-17;748185.0
865;11;150;14;2023-01-17;21887.05
1167;3;111;7;2023-01-17;28497.15
1356;33;30;11;2023-01-17;354727.0
1877;48;81;2;2023-01-17;244297.0
2750;37;127;2;2023-01-17;2944.05
2908;41;148;12;2023-01-17;54555.65
3491;24;6;3;2023-01-17;33687.95
3800;4;45;13;2023-01-17;128748.0
4716;38;90;14;2023-01-17;1107363.0
5721;8;66;6;2023-01-17;71658.5
5935;15;59;11;2023-01-17;910886.6
6868;49;42;6;2023-01-17;35957.0
7216;37;2;5;2023-01-17;66491.45
8127;8;127;14;2023-01-17;20606.45
8821;28;102;10;2023-01-17;7904.0
9943;15;131;11;2023-01-17;10599.0
203;13;18;3;2023-01-18;79717.0
713;23;117;9;2023-01-18;36927.0
1596;45;77;13;2023-01-18;581161.0
3554;19;37;8;2023-01-18;46114.9
4320;40;3;6;2023-01-18;54145.0
4938;19;87;1;2023-01-18;63517.0
5593;27;65;12;2023-01-18;291357.4
5953;37;72;7;2023-01-18;662769.4
7366;26;60;2;2023-01-18;206626.9
7548;42;4;12;2023-01-18;40583.0
7962;1;106;13;2023-01-18;57003.0
8023;46;6;12;2023-01-18;141843.0
9665;40;129;4;2023-01-18;13065.0
9886;9;12;1;2023-01-18;2589.7
108;4;139;6;2023-01-19;8121.55
1346;48;43;10;2023-01-19;333420.55
1496;44;81;2;2023-01-19;232082.15
1855;41;103;15;2023-01-19;25496.1
2461;26;44;3;2023-01-19;32421.0
3478;27;29;7;2023-01-19;255572.0
4012;46;123;5;2023-01-19;13885.0
4433;27;103;2;2023-01-19;3399.1
6616;28;39;2;2023-01-19;56302.7
7951;29;19;6;2023-01-19;98594.0
8070;10;125;12;2023-01-19;38783.75
8529;33;10;9;2023-01-19;288297.0
9194;7;127;7;2023-01-19;10845.0
9424;4;101;5;2023-01-19;2317.0
637;38;89;7;2023-01-20;523208.7
916;42;112;15;2023-01-20;31078.3
1180;8;103;1;2023-01-20;1789.0
1681;17;129;3;2023-01-20;9309.05
1710;28;88;3;2023-01-20;145009.0
1881;34;74;2;2023-01-20;164461.15
2104;10;145;14;2023-01-20;60898.0
2175;15;90;12;2023-01-20;949168.0
2557;45;47;3;2023-01-20;18369.0
2703;3;93;8;2023-01-20;763625.2
2850;37;103;4;2023-01-20;7157.0
4108;25;61;9;2023-01-20;239559.6
6223;8;23;15;2023-01-20;167679.0
6286;21;114;15;2023-01-20;11389.55
6302;41;94;11;2023-01-20;448259.0
8434;26;70;9;2023-01-20;309199.0
9076;48;118;15;2023-01-20;61490.65
9378;47;62;5;2023-01-20;485554.5
9656;7;112;3;2023-01-20;6215.85
100;22;93;4;2023-01-21;381812.6
677;18;7;8;2023-01-21;156150.0
1610;3;74;15;2023-01-21;1298378.0
2676;6;69;2;2023-01-21;86003.5
3112;45;15;2;2023-01-21;55800.0
5164;40;77;2;2023-01-21;89409.0
5228;27;106;11;2023-01-21;45822.3
5304;8;75;12;2023-01-21;373559.95
5797;25;129;14;2023-01-21;45727.0
6164;4;68;15;2023-01-21;1003457.0
6701;23;109;12;2023-01-21;7098.4
7503;27;126;4;2023-01-21;10172.6
8099;7;104;8;2023-01-21;29704.0
8340;29;27;6;2023-01-21;94115.55
8479;4;30;1;2023-01-21;30635.6
9884;36;56;8;2023-01-21;343910.0
862;3;100;10;2023-01-22;993701.9
1565;40;120;2;2023-01-22;5936.55
1736;26;7;6;2023-01-22;111257.35
2285;48;27;4;2023-01-22;62743.7
4606;39;119;4;2023-01-22;12371.85
5700;20;33;5;2023-01-22;33579.0
5746;13;131;1;2023-01-22;915.8
7878;19;53;14;2023-01-22;713877.5
8252;4;129;11;2023-01-22;35928.0
8368;5;31;3;2023-01-22;24849.0
8581;10;26;8;2023-01-22;131351.75
9930;35;48;9;2023-01-22;125995.65
1045;3;136;10;2023-01-23;19735.0
1363;26;32;11;2023-01-23;130650.65
2973;32;81;7;2023-01-23;855039.0
5779;6;118;2;2023-01-23;8198.5
6410;36;44;9;2023-01-23;97262.0
6503;7;145;6;2023-01-23;26099.0
7740;4;11;10;2023-01-23;362319.0
7872;25;25;15;2023-01-23;181897.0
8274;43;11;15;2023-01-23;516305.05
9087;42;138;3;2023-01-23;11921.55
9168;3;45;7;2023-01-23;65859.7
9202;38;70;8;2023-01-23;274843.0
9887;49;115;1;2023-01-23;831.0
169;23;101;2;2023-01-24;927.0
699;2;128;8;2023-01-24;35345.7
1842;3;133;11;2023-01-24;20820.0
2395;14;49;12;2023-01-24;159171.0
2492;29;35;1;2023-01-24;11006.0
2541;10;101;13;2023-01-24;5722.8
2664;31;117;11;2023-01-24;42876.35
3020;14;61;10;2023-01-24;280186.0
3313;15;86;13;2023-01-24;1155010.95
3402;23;125;12;2023-01-24;38783.75
4080;23;80;11;2023-01-24;1350388.9
4635;22;122;8;2023-01-24;10580.0
4965;13;59;4;2023-01-24;348665.0
8828;36;41;9;2023-01-24;95400.0
9508;10;18;14;2023-01-24;372014.0
502;45;72;12;2023-01-25;1136177.2
786;37;35;5;2023-01-25;55028.0
1231;25;131;1;2023-01-25;915.8
2256;36;68;6;2023-01-25;401383.0
3673;21;140;14;2023-01-25;41689.8
6441;43;136;6;2023-01-25;11841.0
6602;15;35;1;2023-01-25;10455.7
7600;49;121;9;2023-01-25;31585.6
7741;9;138;4;2023-01-25;16732.0
8011;42;36;3;2023-01-25;67804.0
8132;8;7;11;2023-01-25;214706.0
9055;18;1;3;2023-01-25;94399.6
9746;22;80;12;2023-01-25;1550686.0
1488;28;148;15;2023-01-26;68193.85
1562;36;1;8;2023-01-26;264980.0
2085;37;34;8;2023-01-26;39340.0
2817;27;40;12;2023-01-26;161697.6
2985;26;107;7;2023-01-26;10064.3
3638;24;15;6;2023-01-26;159029.05
4061;19;48;5;2023-01-26;69997.9
4546;39;49;4;2023-01-26;53057.0
4687;19;150;7;2023-01-26;11520.0
5103;41;70;2;2023-01-26;68711.0
5757;26;30;10;2023-01-26;306355.05
6030;25;18;13;2023-01-26;345442.0
6157;11;70;4;2023-01-26;137422.0
6582;8;127;13;2023-01-26;19134.9
6789;20;119;6;2023-01-26;19535.0
8142;13;10;9;2023-01-26;273882.15
9065;25;77;1;2023-01-26;44705.0
9237;46;18;6;2023-01-26;159435.0
9265;43;78;15;2023-01-26;1735101.85
558;43;42;2;2023-01-27;11386.7
1306;39;73;2;2023-01-27;286320.0
1313;32;111;5;2023-01-27;20354.7
1814;2;107;8;2023-01-27;12107.0
2977;24;121;6;2023-01-27;22166.0
3898;42;133;8;2023-01-27;15142.0
5466;41;26;10;2023-01-27;172832.0
6706;21;34;11;2023-01-27;54093.0
6936;45;46;3;2023-01-27;14203.45
9150;14;118;5;2023-01-27;21576.0
175;19;88;6;2023-01-28;275518.05
553;20;122;7;2023-01-28;9257.0
753;23;120;14;2023-01-28;41555.85
4563;13;22;15;2023-01-28;591793.0
4919;3;64;12;2023-01-28;1271163.65
6884;33;13;15;2023-01-28;110395.7
7196;2;66;12;2023-01-28;150860.0
9335;37;61;4;2023-01-28;106471.25
9358;36;121;13;2023-01-28;48026.0
310;20;110;6;2023-01-29;14224.35
1422;11;126;3;2023-01-29;8031.0
2916;33;57;3;2023-01-29;338553.4
3484;27;101;13;2023-01-29;6024.0
3601;14;1;12;2023-01-29;377596.5
5120;3;15;12;2023-01-29;318057.15
5413;16;1;9;2023-01-29;283197.85
6139;11;86;7;2023-01-29;621928.9
6599;13;104;3;2023-01-29;11139.0
6883;39;83;2;2023-01-29;256127.6
7921;48;114;12;2023-01-29;9591.0
8408;6;150;10;2023-01-29;15634.15
8846;36;6;6;2023-01-29;67374.95
871;20;145;7;2023-01-30;30449.0
1141;17;61;8;2023-01-30;212941.55
2068;17;122;5;2023-01-30;6612.0
3387;34;106;4;2023-01-30;16662.05
3778;4;13;15;2023-01-30;110395.7
5392;5;63;15;2023-01-30;1994396.75
6746;3;133;2;2023-01-30;3595.75
6848;12;23;10;2023-01-30;106196.7
7660;36;5;14;2023-01-30;331366.0
7952;1;60;10;2023-01-30;1033135.45
8613;26;28;6;2023-01-30;81273.45
8970;47;6;11;2023-01-30;123520.9
911;40;16;5;2023-01-31;150030.0
1524;29;103;12;2023-01-31;21470.0
1613;34;90;4;2023-01-31;300569.55
1734;17;115;7;2023-01-31;5523.3
2281;42;57;15;2023-01-31;1692766.05
2322;29;147;6;2023-01-31;18180.0
2419;40;22;10;2023-01-31;374802.55
3052;9;72;12;2023-01-31;1195976.0
3364;13;71;1;2023-01-31;123665.3
3392;49;68;7;2023-01-31;468280.0
3548;36;26;7;2023-01-31;114932.9
5649;20;128;7;2023-01-31;32555.0
7496;27;105;5;2023-01-31;1470.6
7781;28;66;8;2023-01-31;100573.0
7788;30;95;9;2023-01-31;596858.4
9380;37;147;2;2023-01-31;6060.0
958;18;50;5;2023-02-01;56380.0
2602;35;115;8;2023-02-01;6312.75
3477;18;46;2;2023-02-01;9469.6
3577;14;9;8;2023-02-01;317644.0
3932;34;125;9;2023-02-01;29088.05
4286;33;18;7;2023-02-01;176706.65
4770;28;124;4;2023-02-01;14326.0
4996;24;29;9;2023-02-01;328593.0
6093;6;64;10;2023-02-01;1115056.0
6175;36;50;13;2023-02-01;146588.0
8092;34;55;8;2023-02-01;879898.0
8156;46;83;12;2023-02-01;1617647.0
9643;22;65;14;2023-02-01;357808.0
181;28;127;11;2023-02-02;16190.85
1202;36;18;4;2023-02-02;100975.5
2264;48;143;4;2023-02-02;17746.0
3721;20;149;8;2023-02-02;9309.0
4712;28;78;2;2023-02-02;231346.85
5909;7;103;10;2023-02-02;17892.0
6267;31;113;12;2023-02-02;52740.0
6453;44;17;8;2023-02-02;106694.5
6796;9;99;6;2023-02-02;611420.0
7687;29;120;2;2023-02-02;6249.0
7972;43;100;6;2023-02-02;596220.95
8045;28;27;8;2023-02-02;132092.0
8072;6;16;10;2023-02-02;300060.0
9488;47;85;13;2023-02-02;501523.0
4;20;23;5;2023-02-03;55893.0
1686;45;62;4;2023-02-03;408888.0
2445;49;92;13;2023-02-03;1097347.85
2929;45;4;14;2023-02-03;47346.0
4017;17;51;15;2023-02-03;962385.0
4024;2;92;12;2023-02-03;1012936.55
5543;40;1;2;2023-02-03;62932.75
5939;35;92;10;2023-02-03;888541.0
6251;10;2;8;2023-02-03;106385.75
6584;13;138;7;2023-02-03;29281.0
6749;33;146;11;2023-02-03;5456.0
7683;14;104;13;2023-02-03;48269.0
8893;35;18;7;2023-02-03;176706.65
9112;9;58;14;2023-02-03;1523544.0
605;41;9;4;2023-02-04;150880.9
838;41;124;9;2023-02-04;32232.55
1999;24;103;5;2023-02-04;8946.0
2486;14;23;1;2023-02-04;11179.0
2951;15;115;2;2023-02-04;1661.0
3645;38;136;8;2023-02-04;14998.6
3931;33;117;2;2023-02-04;7795.7
4361;11;48;14;2023-02-04;206309.0
4943;41;139;3;2023-02-04;4275.0
5272;9;149;15;2023-02-04;17454.0
5354;19;21;3;2023-02-04;24893.8
6295;32;46;11;2023-02-04;54821.0
7533;39;119;11;2023-02-04;34023.3
7671;2;101;4;2023-02-04;1854.0
7707;4;115;5;2023-02-04;4153.0
8206;16;110;10;2023-02-04;24955.0
8711;41;22;9;2023-02-04;337322.2
8829;7;67;9;2023-02-04;772101.0
9397;35;98;14;2023-02-04;1111056.0
9453;37;139;9;2023-02-04;12182.8
9816;43;82;12;2023-02-04;588627.6
435;33;55;1;2023-02-05;109987.0
1511;26;150;14;2023-02-05;21887.05
1668;18;136;6;2023-02-05;11841.0
2144;37;75;10;2023-02-05;311299.8
3326;12;96;7;2023-02-05;469628.7
3333;20;123;5;2023-02-05;13190.75
3423;39;131;15;2023-02-05;14454.0
3507;16;141;9;2023-02-05;40884.2
3838;29;40;8;2023-02-05;113472.0
4632;23;29;3;2023-02-05;109531.0
5039;37;127;8;2023-02-05;12395.0
6622;34;40;2;2023-02-05;28368.0
6734;6;47;15;2023-02-05;91844.0
7022;5;144;11;2023-02-05;23138.2
7901;10;23;10;2023-02-05;111786.0
7988;3;44;3;2023-02-05;30799.95
8390;23;137;9;2023-02-05;30469.0
9277;15;81;9;2023-02-05;1044369.2
9588;26;82;4;2023-02-05;196209.2
1065;11;125;8;2023-02-06;27217.0
1527;48;135;8;2023-02-06;12498.2
3879;36;33;14;2023-02-06;94021.0
4289;1;144;5;2023-02-06;10517.45
4477;22;114;11;2023-02-06;8792.0
6594;49;39;7;2023-02-06;197058.5
6607;5;103;12;2023-02-06;20396.5
6765;25;140;15;2023-02-06;47019.0
8735;17;110;4;2023-02-06;9482.9
651;6;34;12;2023-02-07;59010.0
1187;3;65;4;2023-02-07;102231.0
2583;44;91;2;2023-02-07;256283.4
2981;45;57;3;2023-02-07;338553.4
3152;10;147;2;2023-02-07;6060.0
3431;28;119;14;2023-02-07;45581.0
3938;23;144;9;2023-02-07;18930.65
3996;16;141;5;2023-02-07;22713.55
4210;16;63;6;2023-02-07;839746.0
4424;37;43;2;2023-02-07;70194.0
5550;32;12;10;2023-02-07;27262.0
5564;3;143;3;2023-02-07;13309.0
5599;36;29;5;2023-02-07;173424.4
6895;18;87;13;2023-02-07;825720.05
7970;32;50;10;2023-02-07;107122.0
94;36;90;8;2023-02-08;632779.0
1208;23;86;8;2023-02-08;748185.0
2087;49;23;14;2023-02-08;148675.95
3005;19;71;1;2023-02-08;123665.3
3560;5;78;11;2023-02-08;1339377.0
3594;17;89;4;2023-02-08;314712.0
4506;26;23;3;2023-02-08;33536.0
4757;13;31;8;2023-02-08;66265.0
5053;7;126;4;2023-02-08;10172.6
5756;31;96;3;2023-02-08;211863.0
5895;18;132;5;2023-02-08;7815.0
7423;25;67;15;2023-02-08;1286836.0
7628;21;116;2;2023-02-08;4893.45
7857;44;78;14;2023-02-08;1704662.0
8014;30;110;8;2023-02-08;19964.0
8663;20;124;9;2023-02-08;32232.55
8816;33;50;8;2023-02-08;90208.0
1779;9;68;7;2023-02-09;444866.0
2421;35;97;7;2023-02-09;947345.0
2551;4;127;11;2023-02-09;17043.0
3936;44;106;1;2023-02-09;4385.0
4087;9;47;5;2023-02-09;30615.0
4565;32;95;3;2023-02-09;209424.0
5048;36;122;3;2023-02-09;3768.65
5750;48;122;8;2023-02-09;10580.0
6289;23;25;12;2023-02-09;138242.1
6983;37;66;5;2023-02-09;62858.0
7465;24;124;8;2023-02-09;30159.0
7603;20;28;8;2023-02-09;114068.0
7776;10;113;5;2023-02-09;20876.25
8035;34;98;4;2023-02-09;317445.0
9003;16;144;1;2023-02-09;2214.0
803;1;138;2;2023-02-10;7947.7
1331;46;96;2;2023-02-10;134179.9
2084;4;125;8;2023-02-10;25856.15
2581;29;116;4;2023-02-10;10302.0
2607;4;63;2;2023-02-10;279915.0
3091;47;58;10;2023-02-10;1088246.0
3278;41;4;12;2023-02-10;40583.0
3450;8;15;6;2023-02-10;159029.05
3629;12;29;3;2023-02-10;109531.0
4457;5;118;9;2023-02-10;38836.0
6005;22;149;12;2023-02-10;13264.85
7276;32;78;3;2023-02-10;347020.75
8849;44;80;3;2023-02-10;368288.4
219;9;115;14;2023-02-11;11628.0
1587;29;46;4;2023-02-11;19935.0
1986;22;134;10;2023-02-11;44817.2
2158;44;44;15;2023-02-11;153997.85
5050;8;98;14;2023-02-11;1111056.0
5685;16;32;8;2023-02-11;95019.0
7818;18;150;5;2023-02-11;8228.0
8815;32;90;2;2023-02-11;150285.25
9757;16;30;13;2023-02-11;398260.9
1573;3;46;11;2023-02-12;52079.95
1845;39;38;5;2023-02-12;125690.7
3409;41;39;6;2023-02-12;168907.15
5421;32;76;8;2023-02-12;1185586.0
5555;47;120;6;2023-02-12;18747.0
6515;15;16;9;2023-02-12;256551.3
7190;35;80;10;2023-02-12;1227626.1
7959;27;112;12;2023-02-12;24862.45
9140;5;63;9;2023-02-12;1196638.05
867;13;94;10;2023-02-13;407508.0
1831;24;136;2;2023-02-13;3947.0
2136;45;21;1;2023-02-13;8735.0
3487;44;106;15;2023-02-13;65773.0
4194;38;72;11;2023-02-13;1041495.45
4530;37;9;14;2023-02-13;555877.0
6593;7;142;6;2023-02-13;4710.1
7314;17;140;6;2023-02-13;17866.65
7593;40;19;12;2023-02-13;197188.0
8532;16;108;10;2023-02-13;31783.2
8596;41;130;8;2023-02-13;31495.35
8784;29;12;11;2023-02-13;28488.6
9040;3;98;4;2023-02-13;317445.0
9066;13;105;8;2023-02-13;2352.2
1517;37;110;11;2023-02-14;27451.0
2094;9;33;4;2023-02-14;26863.0
2590;47;143;15;2023-02-14;66546.0
3746;27;99;2;2023-02-14;214533.0
4621;32;49;6;2023-02-14;79586.0
4945;47;127;14;2023-02-14;20606.45
6429;7;133;8;2023-02-14;15142.0
8356;33;117;5;2023-02-14;19489.25
9467;42;100;5;2023-02-14;496850.95
9750;21;109;12;2023-02-14;7472.0
1200;12;83;9;2023-02-15;1152573.25
1528;35;98;3;2023-02-15;238083.0
2989;18;8;13;2023-02-15;64794.0
3176;39;112;9;2023-02-15;19629.0
3853;31;112;7;2023-02-15;14503.65
4417;23;40;14;2023-02-15;198577.0
5401;18;30;10;2023-02-15;306355.05
6191;16;105;8;2023-02-15;2476.0
6679;18;142;1;2023-02-15;826.0
6831;30;34;6;2023-02-15;28029.75
7194;20;13;2;2023-02-15;14719.3
8703;40;129;5;2023-02-15;15514.45
8730;35;6;7;2023-02-15;82741.0
9024;45;63;15;2023-02-15;1994396.75
824;45;26;6;2023-02-16;98514.05
915;19;100;1;2023-02-16;104600.0
2110;4;116;2;2023-02-16;4893.45
3912;23;13;11;2023-02-16;80957.1
4582;39;47;13;2023-02-16;79598.0
4720;43;109;8;2023-02-16;4732.9
5848;7;11;5;2023-02-16;172102.0
8748;28;124;10;2023-02-16;35814.05
8770;30;120;15;2023-02-16;44523.65
9659;42;80;8;2023-02-16;982101.45
166;28;111;2;2023-02-17;8570.0
675;2;148;14;2023-02-17;63648.1
742;8;99;3;2023-02-17;305710.0
2359;31;69;12;2023-02-17;543180.0
2714;41;150;9;2023-02-17;14070.45
