sale_id;purchase_id;sale_total_BRL;total_cost_BRL;gross_profit_BRL
4590;868;78611.0;78620.22;-9.220000000001164
236;784;41752.5;41386.6;365.90000000000146
3350;859;34369.0;35092.86;-723.8600000000006
3114;789;35957.0;35961.72;-4.720000000001164
2077;801;31078.3;32717.879999999997;-1639.579999999998
1728;752;66284.35;69798.54;-3514.189999999988
1402;366;1664827.5;1753055.98;-88228.47999999998
839;662;246668.0;256894.32;-10226.320000000007
4081;793;17980.65;17043.3;937.3500000000022
7325;775;2103.3;2007.52;95.7800000000002
7604;839;24271.0;24273.6;-2.599999999998545
8039;632;132627.0;132642.44999999998;-15.449999999982538
3410;353;82231.05;86571.93;-4340.87999999999
9071;833;8636.45;9092.49;-456.03999999999905
9295;567;199620.0;199642.38;-22.380000000004657
9807;833;5495.75;5786.13;-290.3800000000001
6729;829;18690.3;20034.04;-1343.7400000000016
8554;735;1632023.05;1855331.88;-223308.82999999984
6407;595;444492.0;444539.85000000003;-47.850000000034925
1067;235;22497.9;23686.32;-1188.4199999999983
5395;737;480496.0;480545.7;-49.70000000001164
6221;607;686733.15;722507.1;-35773.94999999995
185;858;115580.0;111509.02;4070.979999999996
303;680;44857.0;43218.090000000004;1638.9099999999962
174;560;180036.0;180056.88;-20.880000000004657
3327;785;42458.0;41669.37;788.6299999999974
4265;788;71264.25;75023.94;-3759.6900000000023
4696;842;23387.1;25694.52;-2307.420000000002
1514;680;23674.95;24010.050000000003;-335.1000000000022
9946;599;27975.6;29450.960000000003;-1475.3600000000042
4833;823;381812.6;401954.6;-20142.0
9497;738;210581.0;210603.59999999998;-22.599999999976717
8432;320;189362.55;253250.62;-63888.07000000001
8359;869;21887.05;24188.08;-2301.0300000000025
8321;632;44209.0;44214.149999999994;-5.149999999994179
7130;812;1561078.0;1561249.76;-171.7600000000093
7114;774;296396.0;265042.12;31353.880000000005
4706;763;1213974.0;1214116.11;-142.11000000010245
1871;758;59422.0;57548.16;1873.8399999999965
4572;603;316855.0;385763.07;-68908.07
3785;644;203806.35;229878.74;-26072.389999999985
1799;280;5915.65;6228.200000000001;-312.5500000000011
1289;859;31245.0;31902.600000000002;-657.6000000000022
1176;848;264611.0;264642.0;-31.0
1007;761;793611.0;770976.4;22634.599999999977
640;777;159706.4;156997.56;2708.8399999999965
4657;770;161281.5;157166.38;4115.119999999995
6120;825;118359.0;118372.29000000001;-13.290000000008149
5475;867;98271.0;98282.8;-11.80000000000291
6173;758;39615.0;38365.44;1249.5599999999977
5378;778;1539821.0;1540016.52;-195.52000000001863
8621;599;22889.3;24096.24;-1206.9400000000023
9607;792;153980.0;138654.23;15325.76999999999
9971;700;467616.0;467669.0;-53.0
8560;833;9917.0;9919.08;-2.0799999999999272
5093;795;26505.0;26539.66;-34.659999999999854
134;743;176706.65;186027.44999999998;-9320.799999999988
4619;847;5722.8;6025.110000000001;-302.3100000000004
4522;764;34254.15;36061.76;-1807.6100000000006
4383;857;56096.0;54120.56;1975.4400000000023
2618;829;17252.95;18492.96;-1240.0099999999984
2495;280;4982.0;4982.56;-0.5600000000004002
1220;796;204462.0;204485.52;-23.519999999989523
1049;835;16332.4;17194.059999999998;-861.659999999998
4844;787;284028.0;284063.4;-35.40000000002328
9440;758;138652.0;134279.04;4372.959999999992
9217;802;72194.0;72202.0;-8.0
9118;832;261100.85;274896.56;-13795.709999999992
8381;669;163431.0;165802.78;-2371.779999999999
8189;843;33499.0;32873.89;625.1100000000006
8005;841;248615.0;252292.59;-3677.5899999999965
7720;848;317534.0;317570.4;-36.40000000002328
5706;722;439876.6;463077.16000000003;-23200.560000000056
4561;811;723683.4;761842.48;-38159.07999999996
4176;819;43713.3;45695.54;-1982.239999999998
3816;815;183678.7;193367.28;-9688.579999999987
2865;827;43178.45;45456.149999999994;-2277.699999999997
250;669;167202.85;178556.84;-11353.98999999999
6947;786;220265.1;231885.08000000002;-11619.98000000001
6156;280;3549.2;3736.92;-187.72000000000025
6211;632;97996.3;103166.34999999999;-5170.049999999988
6456;606;8306.0;8301.900000000001;4.099999999998545
6596;825;374802.55;394574.3;-19771.75
9274;859;21871.0;22331.82;-460.8199999999997
8012;863;490071.75;515923.55999999994;-25851.80999999994
9253;828;55028.0;56994.2;-1966.199999999997
9839;658;49729.0;49734.84;-5.8399999999965075
7218;815;321437.25;338392.74;-16955.48999999999
6052;90;91114.0;85940.58;5173.419999999998
8429;864;42977.05;45244.08;-2267.029999999999
4338;743;378657.65;398630.25;-19972.599999999977
5380;841;85885.7;91742.76;-5857.059999999998
506;828;62731.35;68393.04000000001;-5661.69000000001
2228;810;4415.6;4648.5;-232.89999999999964
2438;680;59810.0;57624.12;2185.8799999999974
1747;843;18184.9;18785.08;-600.1800000000003
3191;717;133720.0;133736.7;-16.70000000001164
3836;761;952334.0;925171.6799999999;27162.320000000065
4006;763;1153275.3;1214116.11;-60840.810000000056
2910;859;23746.2;25522.08;-1775.880000000001
9952;859;46867.0;47853.9;-986.9000000000015
5060;589;40295.0;42169.56;-1874.5599999999977
8764;839;84948.0;84957.59999999999;-9.599999999991269
8706;815;48336.0;48341.82;-5.819999999999709
6774;717;200580.0;200605.05000000002;-25.050000000017462
6282;771;6596.8;6432.3;164.5
4581;724;77471.0;77479.2;-8.19999999999709
7580;867;154427.0;154444.4;-17.39999999999418
3430;765;62163.0;62170.81;-7.809999999997672
3056;764;24467.25;25758.4;-1291.1500000000015
1952;652;2978.25;3335.66;-357.40999999999985
1332;491;10275.2;10817.949999999999;-542.7499999999982
936;862;831534.0;831612.81;-78.81000000005588
520;737;416430.0;416472.94;-42.94000000000233
425;708;826567.45;870170.3999999999;-43602.94999999995
4205;366;1664827.5;1753055.98;-88228.47999999998
;;0.0;;
8847;777;239559.6;235496.34;4063.2600000000093
7902;812;1483024.1;1561249.76;-78225.65999999992
7712;858;49534.0;47789.58;1744.4199999999983
7227;837;3212.9;3382.26;-169.36000000000013
6560;491;4160.0;4160.75;-0.75
5852;786;62932.75;66252.88;-3320.1300000000047
3460;762;32837.7;34570.42;-1732.7200000000012
1255;737;365176.2;384436.56;-19260.359999999986
714;769;401614.0;401664.78;-50.78000000002794
4978;807;425846.05;419782.11000000004;6063.939999999944
4716;708;1107363.0;1107489.5999999999;-126.5999999998603
9943;824;10599.0;10600.92;-1.9200000000000728
8821;491;7904.0;8321.5;-417.5
8127;810;20606.45;21693.0;-1086.5499999999993
7216;792;66491.45;63024.65;3466.7999999999956
6868;789;35957.0;35961.72;-4.720000000001164
5935;715;910886.6;1011588.93;-100702.33000000007
5721;669;71658.5;76524.36;-4865.860000000001
3800;758;128748.0;124687.68000000001;4060.3199999999924
485;853;6982.0;6644.280000000001;337.71999999999935
2908;843;54555.65;56355.240000000005;-1799.5900000000038
2750;810;2944.05;3099.0;-154.94999999999982
1877;749;244297.0;246052.58;-1755.5799999999872
1356;535;354727.0;354763.52999999997;-36.52999999996973
1167;817;28497.15;29999.97;-1502.8199999999997
865;869;21887.05;24188.08;-2301.0300000000025
536;700;748185.0;748270.4;-85.40000000002328
3491;637;33687.95;34497.69;-809.7400000000052
9886;801;2589.7;2726.49;-136.78999999999996
9665;813;13065.0;13066.2;-1.2000000000007276
8023;637;141843.0;137990.76;3852.2399999999907
7962;870;57003.0;63102.52;-6099.519999999997
7548;837;40583.0;40587.12;-4.120000000002619
7366;663;206626.9;217525.38;-10898.48000000001
5953;320;662769.4;886377.1699999999;-223607.7699999999
4938;717;63517.0;66868.35;-3351.350000000006
4320;802;54145.0;54151.5;-6.5
3554;839;46114.9;48547.2;-2432.2999999999956
1596;818;581161.0;581227.9199999999;-66.9199999999255
713;842;36927.0;38541.78;-1614.7799999999988
203;743;79717.0;79726.04999999999;-9.049999999988358
5593;796;291357.4;306728.27999999997;-15370.879999999946
9424;847;2317.0;2317.3500000000004;-0.3500000000003638
9194;810;10845.0;10846.5;-1.5
8529;737;288297.0;288327.42;-30.419999999983702
8070;610;38783.75;40829.64;-2045.8899999999994
7951;709;98594.0;98605.44;-11.440000000002328
4433;836;3399.1;3578.76;-179.6600000000003
6616;595;56302.7;59271.98;-2969.280000000006
3478;769;255572.0;255604.86000000002;-32.860000000015134
2461;742;32421.0;32424.0;-3.0
1855;836;25496.1;26840.7;-1344.6000000000022
1496;749;232082.15;246052.58;-13970.429999999993
1346;738;333420.55;351006.0;-17585.45000000001
108;602;8121.55;8550.0;-428.4499999999998
4012;751;13885.0;14116.35;-231.35000000000036
9656;728;6215.85;6543.57;-327.71999999999935
9378;872;485554.5;511169.95;-25615.45000000001
9076;857;61490.65;62446.799999999996;-956.1499999999942
8434;832;309199.0;309258.63;-59.63000000000466
6302;807;448259.0;419782.11000000004;28476.889999999956
6286;740;11389.55;11990.25;-600.7000000000007
6223;845;167679.0;167698.65;-19.64999999999418
4108;777;239559.6;235496.34;4063.2600000000093
2850;836;7157.0;7157.52;-0.5200000000004366
2703;823;763625.2;803909.2;-40284.0
2175;708;949168.0;949276.7999999999;-108.79999999993015
2104;844;60898.0;60905.03999999999;-7.039999999993597
1881;353;164461.15;173143.86;-8682.709999999992
1710;815;145009.0;145025.46;-16.45999999999185
1681;813;9309.05;9799.650000000001;-490.6000000000022
1180;836;1789.0;1789.38;-0.38000000000010914
916;728;31078.3;32717.850000000002;-1639.550000000003
637;854;523208.7;550808.5800000001;-27599.880000000063
2557;458;18369.0;18850.77;-481.77000000000044
6164;739;1003457.0;1003564.2;-107.19999999995343
9884;863;343910.0;343949.04;-39.039999999979045
8479;535;30635.6;32251.23;-1615.630000000001
8099;517;29704.0;29707.52;-3.5200000000004366
7503;599;10172.6;10709.44;-536.8400000000001
6701;280;7098.4;7473.84;-375.4400000000005
5797;813;45727.0;45731.700000000004;-4.700000000004366
8340;858;94115.55;95579.16;-1463.6100000000006
5228;870;45822.3;53394.44;-7572.139999999999
5164;818;89409.0;89419.68;-10.679999999993015
3112;795;55800.0;53079.32;2720.6800000000003
2676;603;86003.5;110218.02;-24214.520000000004
1610;353;1298378.0;1298578.95;-200.94999999995343
5304;808;373559.95;394967.04;-21407.089999999967
677;861;156150.0;156167.68;-17.679999999993015
100;823;381812.6;401954.6;-20142.0
8581;762;131351.75;138281.68;-6929.929999999993
8368;90;24849.0;23438.34;1410.6599999999999
8252;813;35928.0;35932.05;-4.05000000000291
7878;814;713877.5;751534.0;-37656.5
5746;824;915.8;963.72;-47.92000000000007
9930;632;125995.65;132642.44999999998;-6646.799999999988
4606;821;12371.85;12757.8;-385.9499999999989
2285;858;62743.7;63719.44;-975.7400000000052
1736;861;111257.35;117125.76;-5868.409999999989
1565;859;5936.55;6380.52;-443.97000000000025
862;674;993701.9;1046121.5;-52419.59999999998
5700;589;33579.0;35141.3;-1562.300000000003
9887;606;831.0;830.19;0.8099999999999454
9202;832;274843.0;274896.56;-53.55999999999767
9168;758;65859.7;67139.52;-1279.820000000007
9087;819;11921.55;12462.420000000002;-540.8700000000026
8274;746;516305.05;543538.7999999999;-27233.74999999994
7872;770;181897.0;168392.55;13504.450000000012
7740;746;362319.0;362359.19999999995;-40.199999999953434
6410;742;97262.0;97272.0;-10.0
5779;857;8198.5;8326.24;-127.73999999999978
2973;749;855039.0;861184.0299999999;-6145.0299999999115
1363;788;130650.65;137543.88999999998;-6893.239999999991
1045;235;19735.0;19738.6;-3.599999999998545
6503;844;26099.0;26102.159999999996;-3.1599999999962165
3402;610;38783.75;40829.64;-2045.8899999999994
9508;743;372014.0;372054.89999999997;-40.899999999965075
8828;564;95400.0;91561.41;3838.5899999999965
4965;715;348665.0;367850.52;-19185.52000000002
4635;835;10580.0;10580.96;-0.9599999999991269
4080;850;1350388.9;1421595.45;-71206.55000000005
3313;700;1155010.95;1215939.4000000001;-60928.450000000186
699;816;35345.7;37209.76;-1864.060000000005
2664;842;42876.35;47106.62;-4230.270000000004
2541;847;5722.8;6025.110000000001;-302.3100000000004
2492;828;11006.0;11398.84;-392.84000000000015
2395;685;159171.0;162805.68;-3634.679999999993
1842;793;20820.0;18747.629999999997;2072.3700000000026
169;847;927.0;926.94;0.05999999999994543
3020;874;280186.0;280218.9;-32.90000000002328
9746;850;1550686.0;1550831.4;-145.39999999990687
9055;786;94399.6;99379.32;-4979.720000000001
8132;861;214706.0;214730.56;-24.55999999999767
8011;841;67804.0;68807.06999999999;-1003.0699999999924
7741;819;16732.0;16616.56;115.43999999999869
6602;828;10455.7;11398.84;-943.1399999999994
7600;710;31585.6;33252.21;-1666.6100000000006
3673;652;41689.8;46699.24;-5009.439999999995
2256;739;401383.0;401425.68;-42.679999999993015
1231;824;915.8;963.72;-47.92000000000007
786;828;55028.0;56994.2;-1966.199999999997
502;320;1136177.2;1519503.72;-383326.52
6441;235;11841.0;11843.16;-2.1599999999998545
5757;535;306355.05;322512.3;-16157.25
9237;743;159435.0;159452.09999999998;-17.099999999976717
9065;818;44705.0;44709.84;-4.8399999999965075
8142;737;273882.15;288327.42;-14445.26999999996
6789;821;19535.0;19136.699999999997;398.3000000000029
6582;810;19134.9;20143.5;-1008.5999999999985
6157;832;137422.0;137448.28;-26.279999999998836
6030;743;345442.0;345479.55;-37.54999999998836
5103;832;68711.0;68724.14;-13.139999999999418
9265;846;1735101.85;1826630.7000000002;-91528.8500000001
4546;685;53057.0;54268.56;-1211.5599999999977
4061;632;69997.9;73690.25;-3692.350000000006
3638;795;159029.05;159237.96;-208.9100000000035
2985;829;10064.3;10787.56;-723.2600000000002
2817;871;161697.6;188421.48;-26723.880000000005
2085;831;39340.0;40060.08;-720.0800000000017
1562;786;264980.0;265011.52;-31.520000000018626
1488;843;68193.85;70444.05;-2250.199999999997
4687;869;11520.0;12094.04;-574.0400000000009
9150;857;21576.0;20815.6;760.4000000000015
6936;752;14203.45;14956.829999999998;-753.3799999999974
6706;831;54093.0;55082.61;-989.6100000000006
5466;762;172832.0;172852.09999999998;-20.099999999976717
3898;793;15142.0;13634.64;1507.3600000000006
1313;817;20354.7;21428.55;-1073.8499999999985
1814;829;12107.0;12328.64;-221.63999999999942
1306;873;286320.0;286352.92;-32.9199999999837
558;789;11386.7;11987.24;-600.539999999999
2977;710;22166.0;22168.14;-2.139999999999418
7196;669;150860.0;153048.72;-2188.720000000001
9358;710;48026.0;48030.97;-4.970000000001164
9335;874;106471.25;112087.56;-5616.309999999998
6884;724;110395.7;116218.8;-5823.100000000006
4919;812;1271163.65;1338214.08;-67050.43000000017
4563;825;591793.0;591861.45;-68.44999999995343
753;859;41555.85;44663.64;-3107.790000000001
553;835;9257.0;9258.34;-1.3400000000001455
175;815;275518.05;290050.92;-14532.869999999995
8846;637;67374.95;68995.38;-1620.4300000000076
8408;869;15634.15;17277.2;-1643.050000000001
7921;740;9591.0;9592.2;-1.2000000000007276
6883;366;256127.6;269700.92;-13573.319999999978
6599;517;11139.0;11140.32;-1.319999999999709
5413;786;283197.85;298137.96;-14940.110000000044
6139;700;621928.9;654736.6;-32807.69999999995
3601;786;377596.5;397517.28;-19920.780000000028
3484;847;6024.0;6025.110000000001;-1.110000000000582
2916;862;338553.4;356405.49;-17852.089999999967
1422;599;8031.0;8032.08;-1.0799999999999272
310;707;14224.35;14974.68;-750.3299999999999
5120;795;318057.15;318475.92;-418.7699999999604
6848;845;106196.7;111799.1;-5602.400000000009
8613;567;81273.45;85561.02;-4287.570000000007
7952;663;1033135.45;1087626.9;-54491.44999999995
7660;787;331366.0;331407.3;-41.29999999998836
8970;637;123520.9;126491.53;-2970.6300000000047
6746;793;3595.75;3408.66;187.09000000000015
3387;870;16662.05;19416.16;-2754.1100000000006
3778;724;110395.7;116218.8;-5823.100000000006
2068;835;6612.0;6613.099999999999;-1.0999999999994543
1141;874;212941.55;224175.12;-11233.570000000007
871;844;30449.0;30452.519999999997;-3.5199999999967986
5392;696;1994396.75;2099613.9000000004;-105217.15000000037
7788;855;596858.4;628342.02;-31483.619999999995
7781;669;100573.0;102032.48;-1459.479999999996
7496;805;1470.6;1547.8;-77.20000000000005
5649;816;32555.0;32558.54;-3.540000000000873
3548;762;114932.9;120996.47;-6063.570000000007
3392;739;468280.0;468329.95999999996;-49.95999999996275
3364;856;123665.3;130188.79;-6523.489999999991
9380;827;6060.0;6060.82;-0.819999999999709
2419;825;374802.55;394574.3;-19771.75
2322;827;18180.0;18182.46;-2.459999999999127
2281;862;1692766.05;1782027.45;-89261.3999999999
1734;875;5523.3;5814.900000000001;-291.60000000000036
1613;708;300569.55;316425.6;-15856.049999999988
1524;836;21470.0;21472.56;-2.5600000000013097
911;560;150030.0;150047.4;-17.39999999999418
3052;320;1195976.0;1519503.72;-323527.72
9643;796;357808.0;357849.66;-41.65999999997439
8156;366;1617647.0;1618205.52;-558.5200000000186
8092;778;879898.0;880009.44;-111.43999999994412
6175;625;146588.0;146604.9;-16.89999999999418
6093;812;1115056.0;1115178.4;-122.39999999990687
4996;769;328593.0;328634.82;-41.820000000006985
4286;743;176706.65;186027.44999999998;-9320.799999999988
3932;610;29088.05;30622.23;-1534.1800000000003
3577;783;317644.0;317682.08;-38.0800000000163
3477;752;9469.6;9971.22;-501.619999999999
2602;875;6312.75;6645.6;-332.85000000000036
958;625;56380.0;56386.5;-6.5
4770;864;14326.0;15081.36;-755.3600000000006
6796;644;611420.0;689636.22;-78216.21999999997
8072;877;300060.0;284846.1;15213.900000000023
8045;858;132092.0;127438.88;4653.119999999995
7972;674;596220.95;627672.8999999999;-31451.949999999953
7687;859;6249.0;6380.52;-131.52000000000044
9488;865;501523.0;501581.34;-58.34000000002561
6453;867;106694.5;112323.2;-5628.699999999997
4712;846;231346.85;243550.76;-12203.910000000003
5909;836;17892.0;17893.800000000003;-1.8000000000029104
181;810;16190.85;17044.5;-853.6499999999996
1202;743;100975.5;106301.4;-5325.899999999994
6267;784;52740.0;49663.92;3076.0800000000017
3721;853;9309.0;8859.04;449.9599999999991
2264;706;17746.0;17747.64;-1.639999999999418
9112;811;1523544.0;1523684.96;-140.95999999996275
8893;743;176706.65;186027.44999999998;-9320.799999999988
7683;517;48269.0;48274.72;-5.720000000001164
6584;819;29281.0;29078.980000000003;202.0199999999968
6251;792;106385.75;100839.44;5546.309999999998
5939;860;888541.0;888641.6000000001;-100.60000000009313
6749;771;5456.0;5053.95;402.0500000000002
4024;860;1012936.55;1066369.92;-53433.36999999988
4017;776;962385.0;872579.55;89805.44999999995
2929;837;47346.0;47351.64;-5.639999999999418
2445;860;1097347.85;1155234.08;-57886.22999999998
1686;872;408888.0;408935.96;-47.960000000020955
4;845;55893.0;55899.55;-6.55000000000291
5543;786;62932.75;66252.88;-3320.1300000000047
6295;752;54821.0;54841.71;-20.709999999999127
9816;607;588627.6;619291.8;-30664.20000000007
9397;761;1111056.0;1079366.96;31689.040000000037
8711;825;337322.2;355116.87;-17794.669999999984
8206;707;24955.0;24957.800000000003;-2.8000000000029104
7707;875;4153.0;4153.5;-0.5
7671;847;1854.0;1853.88;0.11999999999989086
7533;821;34023.3;35083.95;-1060.6499999999942
5354;868;24893.8;26206.739999999998;-1312.9399999999987
9453;602;12182.8;12825.0;-642.2000000000007
4943;602;4275.0;4275.0;0.0
5272;853;17454.0;16610.7;843.2999999999993
605;783;150880.9;158841.04;-7960.140000000014
838;864;32232.55;33933.06;-1700.5099999999984
1999;836;8946.0;8946.900000000001;-0.9000000000014552
8829;800;772101.0;772191.72;-90.71999999997206
2951;875;1661.0;1661.4;-0.40000000000009095
3645;235;14998.6;15790.88;-792.2799999999988
3931;842;7795.7;8564.84;-769.1400000000003
2486;845;11179.0;11179.91;-0.9099999999998545
4361;632;206309.0;206332.69999999998;-23.699999999982538
9588;607;196209.2;206430.6;-10221.399999999994
9277;749;1044369.2;1107236.6099999999;-62867.409999999916
8390;549;30469.0;30472.649999999998;-3.649999999997817
7988;742;30799.95;32424.0;-1624.0499999999993
7022;775;23138.2;22082.72;1055.4799999999996
6734;458;91844.0;94253.85;-2409.850000000006
5039;810;12395.0;12396.0;-1.0
4632;769;109531.0;109544.94;-13.940000000002328
7901;845;111786.0;111799.1;-13.10000000000582
3507;765;40884.2;43041.33;-2157.1300000000047
3838;871;113472.0;125614.32;-12142.320000000007
435;778;109987.0;110001.18;-14.179999999993015
1511;869;21887.05;24188.08;-2301.0300000000025
1668;235;11841.0;11843.16;-2.1599999999998545
6622;871;28368.0;31403.58;-3035.5800000000017
3326;852;469628.7;529472.37;-59843.669999999984
3333;751;13190.75;14116.35;-925.6000000000004
2144;808;311299.8;329139.19999999995;-17839.399999999965
3423;824;14454.0;14455.800000000001;-1.8000000000010914
8735;707;9482.9;9983.12;-500.22000000000116
6765;652;47019.0;50034.899999999994;-3015.899999999994
6607;836;20396.5;21472.56;-1076.0600000000013
4477;740;8792.0;8792.85;-0.8500000000003638
6594;595;197058.5;207451.93000000002;-10393.430000000022
1527;876;12498.2;13157.68;-659.4799999999996
1065;610;27217.0;27219.76;-2.7599999999983993
4289;775;10517.45;10037.6;479.85000000000036
3879;589;94021.0;98395.64;-4374.639999999999
4210;696;839746.0;839845.56;-99.56000000005588
7970;625;107122.0;112773.0;-5651.0
6895;717;825720.05;869288.55;-43568.5
5599;769;173424.4;182574.90000000002;-9150.50000000003
5564;706;13309.0;13310.73;-1.7299999999995634
5550;801;27262.0;27264.899999999998;-2.899999999997817
4424;738;70194.0;70201.2;-7.19999999999709
3996;765;22713.55;23911.85;-1198.2999999999993
3431;821;45581.0;44652.299999999996;928.7000000000044
3152;827;6060.0;6060.82;-0.819999999999709
2981;862;338553.4;356405.49;-17852.089999999967
2583;763;256283.4;269803.58;-13520.180000000022
1187;796;102231.0;102242.76;-11.759999999994761
651;831;59010.0;60090.12;-1080.1200000000026
3938;775;18930.65;18067.68;862.9700000000012
8816;625;90208.0;90218.4;-10.39999999999418
8663;864;32232.55;33933.06;-1700.5099999999984
8014;707;19964.0;19966.24;-2.2400000000016007
7857;846;1704662.0;1704855.32;-193.3200000000652
7628;764;4893.45;5151.68;-258.2300000000005
7423;800;1286836.0;1286986.2;-150.19999999995343
5895;620;7815.0;8263.099999999999;-448.09999999999854
5756;881;211863.0;221315.69999999998;-9452.699999999983
5053;599;10172.6;10709.44;-536.8400000000001
4757;90;66265.0;62502.24;3762.760000000002
4506;845;33536.0;33539.729999999996;-3.7299999999959255
3594;854;314712.0;314747.76;-35.76000000000931
3560;846;1339377.0;1339529.1800000002;-152.18000000016764
3005;856;123665.3;130188.79;-6523.489999999991
2087;845;148675.95;156518.74;-7842.789999999979
1208;700;748185.0;748270.4;-85.40000000002328
94;708;632779.0;632851.2;-72.19999999995343
8035;761;317445.0;308390.56;9054.440000000002
7776;784;20876.25;20693.3;182.95000000000073
7603;567;114068.0;114081.36;-13.360000000000582
